sRGB_R,sRGB_G,sRGB_B,RGB_R,RGB_G,RGB_B,HSV_H,HSV_S,HSV_V,HSL_H,HSL_S,HSL_L,CMY_C,CMY_M,CMY_Y,CMYK_C,CMYK_M,CMYK_Y,CMYK_K,CIERGB_R,CIERGB_G,CIERGB_B,CIEXYZ_X,CIEXYZ_Y,CIEXYZ_Z,CIExyY_x,CIExyY_y,CIExyY_Y,CIELuv_L,CIELuv_u,CIELuv_v,CIELab_L,CIELab_a,CIELab_b,CIELCh_L,CIELCh_C,CIELCh_h
63,255,0,0.24705882,1.0,0.0,105.17647,1.0,1.0,105.17647,1.0,0.5,0.7529412,0.0,1.0,0.7529412,0.0,1.0,0.0,0.18712457,0.85108817,0.112772495,0.37808287,0.7257382,0.12015565,0.3088971,0.59293467,0.7257382,88.244064,-90.69767,84.6668,88.244064,-83.36122,74.51225,88.244064,111.80863,138.20813
63,255,31,0.24705882,1.0,0.12156863,111.42857,0.8784314,1.0,111.42857,1.0,0.56078434,0.7529412,0.0,0.8784314,0.7529412,0.0,0.8784314,0.0,0.18598902,0.85238117,0.12591526,0.38055584,0.7267274,0.13317992,0.3067853,0.58585167,0.7267274,88.291405,-90.49512,82.47402,88.291405,-82.769104,70.92179,88.291405,108.998276,139.40794
63,255,63,0.24705882,1.0,0.24705882,120.0,0.7529412,1.0,120.0,1.0,0.62352943,0.7529412,0.0,0.7529412,0.7529412,0.0,0.7529412,0.0,0.18300515,0.85577875,0.16045006,0.38705394,0.72932667,0.16740334,0.30149463,0.568107,0.72932667,88.41559,-89.972824,76.802345,88.41559,-81.228645,62.50998,88.41559,102.49678,142.41971
63,255,95,0.24705882,1.0,0.37254903,130.0,0.7529412,1.0,130.0,1.0,0.62352943,0.7529412,0.0,0.627451,0.7529412,0.0,0.627451,0.0,0.17764078,0.8618869,0.22253665,0.39873627,0.7339996,0.22893015,0.29282972,0.5390453,0.7339996,88.63812,-89.06864,66.921844,88.63812,-78.5137,49.9698,88.63812,93.06654,147.52542
63,255,127,0.24705882,1.0,0.49803922,140.0,0.7529412,1.0,140.0,1.0,0.62352943,0.7529412,0.0,0.5019608,0.7529412,0.0,0.5019608,0.0,0.16953602,0.87111545,0.31634006,0.41638646,0.74105966,0.32188782,0.28146887,0.50094146,0.74105966,88.97254,-87.78178,52.714447,88.97254,-74.53787,34.85453,88.97254,82.28446,154.93881
63,255,159,0.24705882,1.0,0.62352943,150.0,0.7529412,1.0,150.0,1.0,0.62352943,0.7529412,0.0,0.3764706,0.7529412,0.0,0.3764706,0.0,0.1583916,0.8838051,0.44532418,0.4406563,0.7507676,0.449709,0.2685074,0.4574691,0.7507676,89.42894,-86.153305,34.463383,89.42894,-69.30053,18.410105,89.42894,71.70422,165.12265
63,255,191,0.24705882,1.0,0.7490196,160.0,0.7529412,1.0,160.0,1.0,0.62352943,0.7529412,0.0,0.2509804,0.7529412,0.0,0.2509804,0.0,0.14394724,0.90025216,0.6125012,0.47211257,0.7633501,0.6153787,0.25507998,0.4124341,0.7633501,90.014656,-84.25589,12.755859,90.014656,-62.87071,1.4162582,90.014656,62.886658,178.70955
63,255,223,0.24705882,1.0,0.8745098,170.0,0.7529412,1.0,170.0,1.0,0.62352943,0.7529412,0.0,0.1254902,0.7529412,0.0,0.1254902,0.0,0.1259705,0.9207215,0.82056165,0.5112615,0.7790097,0.82156324,0.24209356,0.36887822,0.7790097,90.734695,-82.180756,-11.636302,90.734695,-55.369255,-15.681363,90.734695,57.54702,195.81288
63,255,255,0.24705882,1.0,1.0,180.0,0.7529412,1.0,180.0,1.0,0.62352943,0.7529412,0.0,0.0,0.7529412,0.0,0.0,0.0,0.1042499,0.9454537,1.0,0.55856365,0.79793054,1.0706878,0.23012847,0.32874772,0.79793054,91.59193,-80.024055,-37.879936,91.59193,-46.94967,-32.635643,91.59193,57.17829,214.80392
95,0,0,0.37254903,0.0,0.0,0.0,1.0,0.37254903,0.0,1.0,0.18627451,0.627451,1.0,1.0,0.0,1.0,1.0,0.627451,0.08873974,0.010593965,0.0021274644,0.047192097,0.024333425,0.0022121295,0.64,0.33,0.024333425,17.614428,55.310818,7.971517,17.614428,38.005394,26.194674,17.614428,46.158108,34.575996
95,0,31,0.37254903,0.0,0.12156863,340.42105,1.0,0.37254903,340.42105,1.0,0.18627451,0.627451,1.0,0.8784314,0.0,1.0,0.67368424,0.627451,0.08760419,0.011886969,0.015270232,0.049665056,0.025322609,0.0152364,0.5504635,0.28066358,0.025322609,18.063883,49.052586,-1.9946415,18.063883,39.208553,5.869298,18.063883,39.64542,8.513636
95,0,63,0.37254903,0.0,0.24705882,320.21054,1.0,0.37254903,320.21054,1.0,0.18627451,0.627451,1.0,0.7529412,0.0,1.0,0.33684212,0.627451,0.08462033,0.015284551,0.049805023,0.056163177,0.027921855,0.04945982,0.42055666,0.20908223,0.027921855,19.191633,37.729256,-21.194164,19.191633,42.130936,-17.594976,19.191633,45.65741,337.3333
95,0,95,0.37254903,0.0,0.37254903,300.0,1.0,0.37254903,300.0,1.0,0.18627451,0.627451,1.0,0.627451,0.0,1.0,0.0,0.627451,0.079255946,0.02139272,0.11189162,0.06784548,0.032594778,0.110986635,0.32089335,0.15416571,0.032594778,21.054476,26.237093,-43.345543,21.054476,46.70292,-38.58434,21.054476,60.579815,320.43765
95,0,127,0.37254903,0.0,0.49803922,284.8819,1.0,0.49803922,284.8819,1.0,0.24901961,0.627451,1.0,0.5019608,0.2519685,1.0,0.0,0.5019608,0.07115119,0.030621234,0.20569503,0.08549567,0.039654855,0.20394428,0.2597904,0.12049674,0.039654855,23.557009,16.997093,-64.88458,23.557009,52.455772,-57.30956,23.557009,77.69166,312.46805
95,0,159,0.37254903,0.0,0.62352943,275.84906,1.0,0.62352943,275.84906,1.0,0.31176472,0.627451,1.0,0.3764706,0.4025157,1.0,0.0,0.3764706,0.06000676,0.043310877,0.33467916,0.109765515,0.049362794,0.33176547,0.2236034,0.10055697,0.049362794,26.55245,9.923943,-85.37968,26.55245,58.910892,-74.24606,26.55245,94.778534,308.43042
95,0,191,0.37254903,0.0,0.7490196,269.84293,1.0,0.7490196,269.84293,1.0,0.3745098,0.627451,1.0,0.2509804,0.5026178,1.0,0.0,0.2509804,0.045562405,0.05975799,0.50185615,0.14122179,0.0619453,0.49743518,0.20157199,0.08841722,0.0619453,29.898037,4.379127,-105.147675,29.898037,65.72377,-89.8153,29.898037,111.29421,306.1954
95,0,223,0.37254903,0.0,0.8745098,265.56055,1.0,0.8745098,265.56055,1.0,0.4372549,0.627451,1.0,0.1254902,0.57399106,1.0,0.0,0.1254902,0.027585663,0.08022727,0.7099166,0.18037075,0.07760488,0.7036197,0.18757449,0.08070431,0.07760488,33.47901,-0.15433468,-124.4482,33.47901,72.6857,-104.34374,33.47901,127.164566,304.86102
95,0,255,0.37254903,0.0,1.0,262.35294,1.0,1.0,262.35294,1.0,0.5,0.627451,1.0,0.0,0.627451,1.0,0.0,0.0,0.0058650747,0.104959495,0.96130776,0.22767289,0.096525736,0.9527443,0.17829527,0.07559127,0.096525736,37.211525,-4.011073,-143.41379,37.211525,79.68109,-118.07158,37.211525,142.44289,304.0136
95,31,0,0.37254903,0.12156863,0.0,19.578947,1.0,0.37254903,19.578947,1.0,0.18627451,0.627451,0.8784314,1.0,0.0,0.67368424,1.0,0.627451,0.09077559,0.022192594,0.0036600204,0.052091744,0.034132726,0.0038453462,0.5783485,0.37895852,0.034132726,21.628332,42.9706,12.821791,21.628332,26.826458,30.03277,21.628332,40.269417,48.227512
95,31,31,0.37254903,0.12156863,0.12156863,0.0,0.67368424,0.37254903,0.0,0.50793654,0.24705882,0.627451,0.8784314,0.8784314,0.0,0.67368424,0.67368424,0.627451,0.08964003,0.023485597,0.016802788,0.054564707,0.03512191,0.016869618,0.5120743,0.32960916,0.03512191,21.988373,38.92858,3.4521158,21.988373,28.219526,10.810622,21.988373,30.219385,20.961344
95,31,63,0.37254903,0.12156863,0.24705882,330.0,0.67368424,0.37254903,330.0,0.50793654,0.24705882,0.627451,0.8784314,0.7529412,0.0,0.67368424,0.33684212,0.627451,0.08665617,0.026883181,0.05133758,0.061062824,0.037721157,0.051093034,0.40741953,0.25168073,0.037721157,22.90329,30.941313,-15.756565,22.90329,31.612253,-12.047778,22.90329,33.830215,339.1376
95,31,95,0.37254903,0.12156863,0.37254903,300.0,0.67368424,0.37254903,300.0,0.50793654,0.24705882,0.627451,0.8784314,0.627451,0.0,0.67368424,0.0,0.627451,0.081291795,0.03299135,0.113424174,0.07274513,0.04239408,0.11261985,0.31939512,0.18613565,0.04239408,24.447628,21.893858,-39.24676,24.447628,36.931297,-33.23427,24.447628,49.683372,318.01614
95,31,127,0.37254903,0.12156863,0.49803922,280.0,0.7559055,0.49803922,280.0,0.6075949,0.30980393,0.627451,0.8784314,0.5019608,0.2519685,0.7559055,0.0,0.5019608,0.07318703,0.042219862,0.20722759,0.09039532,0.049454156,0.20557751,0.26169154,0.14316818,0.049454156,26.578686,13.95555,-62.50301,26.578686,43.611626,-52.433918,26.578686,68.20036,309.7518
95,31,159,0.37254903,0.12156863,0.62352943,270.0,0.8050314,0.62352943,270.0,0.67368424,0.37254903,0.627451,0.8784314,0.3764706,0.4025157,0.8050314,0.0,0.3764706,0.062042605,0.054909505,0.3362117,0.114665166,0.059162095,0.3333987,0.22606328,0.116638534,0.059162095,29.200077,7.5573225,-84.328636,29.200077,51.051964,-69.92301,29.200077,86.57673,306.13382
95,31,191,0.37254903,0.12156863,0.7490196,264.0,0.8376963,0.7490196,264.0,0.7207207,0.43529412,0.627451,0.8784314,0.2509804,0.5026178,0.8376963,0.0,0.2509804,0.047598254,0.07135662,0.5033887,0.14612144,0.0717446,0.49906838,0.20381422,0.100071356,0.0717446,32.200817,2.4133613,-104.92101,32.200817,58.811455,-86.029686,32.200817,104.210815,304.3572
95,31,223,0.37254903,0.12156863,0.8745098,260.0,0.86098653,0.8745098,260.0,0.7559055,0.49803922,0.627451,0.8784314,0.1254902,0.57399106,0.86098653,0.0,0.1254902,0.029621508,0.0918259,0.71144915,0.1852704,0.087404184,0.7052529,0.18945208,0.089376956,0.087404184,35.47963,-1.8413807,-124.67018,35.47963,66.62853,-101.04102,35.47963,121.03161,303.40167
95,31,255,0.37254903,0.12156863,1.0,257.14285,0.8784314,1.0,257.14285,1.0,0.56078434,0.627451,0.8784314,0.0,0.627451,0.8784314,0.0,0.0,0.00790092,0.11655813,0.9628403,0.23257254,0.10632504,0.9543775,0.17983222,0.08221379,0.10632504,38.95449,-5.4831867,-143.85304,38.95449,74.36951,-115.186295,38.95449,137.10837,302.8481
95,63,0,0.37254903,0.24705882,0.0,39.789474,1.0,0.37254903,39.789474,1.0,0.18627451,0.627451,0.7529412,1.0,0.0,0.33684212,1.0,0.627451,0.0961251,0.052669905,0.0076870644,0.06496639,0.059882004,0.008136893,0.48852313,0.45029047,0.059882004,29.382675,20.614141,22.011497,29.382675,7.843307,35.358383,29.382675,36.21785,77.49299
95,63,31,0.37254903,0.24705882,0.12156863,30.0,0.67368424,0.37254903,30.0,0.50793654,0.24705882,0.627451,0.7529412,0.8784314,0.0,0.33684212,0.67368424,0.627451,0.09498955,0.05396291,0.020829832,0.06743935,0.060871188,0.021161163,0.45118472,0.40724224,0.060871188,29.631203,18.964237,14.129728,29.631203,9.321553,19.696201,29.631203,21.790634,64.67337
95,63,63,0.37254903,0.24705882,0.24705882,0.0,0.33684212,0.37254903,0.0,0.20253165,0.30980393,0.627451,0.7529412,0.7529412,0.0,0.33684212,0.33684212,0.627451,0.09200569,0.05736049,0.055364624,0.07393747,0.06347044,0.05538458,0.38350803,0.32921633,0.06347044,30.271667,15.317197,-3.5070045,30.271667,12.975734,-1.499685,30.271667,13.06211,353.40723
95,63,95,0.37254903,0.24705882,0.37254903,300.0,0.33684212,0.37254903,300.0,0.20253165,0.30980393,0.627451,0.7529412,0.627451,0.0,0.33684212,0.0,0.627451,0.08664131,0.06346866,0.11745122,0.08561977,0.06814336,0.1169114,0.31632003,0.25175387,0.06814336,31.380447,10.466307,-27.570103,31.380447,18.841877,-22.572819,31.380447,29.403206,309.85226
95,63,127,0.37254903,0.24705882,0.49803922,270.0,0.503937,0.49803922,270.0,0.33684212,0.37254903,0.627451,0.7529412,0.5019608,0.2519685,0.503937,0.0,0.5019608,0.078536555,0.07269717,0.21125463,0.10326996,0.07520343,0.20986906,0.265925,0.19365236,0.07520343,32.963284,5.4919305,-53.295074,32.963284,26.400436,-42.295662,32.963284,49.85886,301.9719
95,63,159,0.37254903,0.24705882,0.62352943,260.0,0.6037736,0.62352943,260.0,0.43243244,0.43529412,0.627451,0.7529412,0.3764706,0.4025157,0.6037736,0.0,0.3764706,0.067392126,0.08538682,0.34023878,0.12753981,0.08491137,0.33769023,0.23183094,0.15434462,0.08491137,34.985493,0.9777563,-78.01889,34.985493,34.992897,-60.579853,34.985493,69.960144,300.01212
95,63,191,0.37254903,0.24705882,0.7490196,255.0,0.6701571,0.7490196,255.0,0.503937,0.49803922,0.627451,0.7529412,0.2509804,0.5026178,0.6701571,0.0,0.2509804,0.05294777,0.101833925,0.5074158,0.15899608,0.09749388,0.5033599,0.2092467,0.12830676,0.09749388,37.388836,-2.9482012,-101.03833,37.388836,44.059196,-77.56825,37.388836,89.207886,299.5968
95,63,223,0.37254903,0.24705882,0.8745098,252.0,0.71748877,0.8745098,252.0,0.71428573,0.56078434,0.627451,0.7529412,0.1254902,0.57399106,0.71748877,0.0,0.1254902,0.034971025,0.12230321,0.7154762,0.19814503,0.113153465,0.7095445,0.19409943,0.11084317,0.113153465,40.106598,-6.3608165,-122.527504,40.106598,53.21887,-93.44769,40.106598,107.53938,299.6617
95,63,255,0.37254903,0.24705882,1.0,250.0,0.7529412,1.0,250.0,1.0,0.62352943,0.627451,0.7529412,0.0,0.627451,0.7529412,0.0,0.0,0.013250439,0.14703543,0.9668674,0.24544717,0.13207431,0.95866907,0.18369174,0.098843925,0.13207431,43.074146,-9.37855,-142.85818,43.074146,62.25274,-108.39764,43.074146,125.0018,299.86874
95,95,0,0.37254903,0.37254903,0.0,60.0,1.0,0.37254903,60.0,1.0,0.18627451,0.627451,0.627451,1.0,0.0,0.0,1.0,0.627451,0.10574246,0.10746197,0.014926878,0.08811239,0.10617402,0.015852228,0.419306,0.505257,0.10617402,38.92846,-2.6458592,32.805973,38.92846,-11.548618,41.1399,38.92846,42.730106,105.68027
95,95,31,0.37254903,0.37254903,0.12156863,60.0,0.67368424,0.37254903,60.0,0.50793654,0.24705882,0.627451,0.627451,0.8784314,0.0,0.0,0.67368424,0.627451,0.10460691,0.10875497,0.028069645,0.09058536,0.107163206,0.028876498,0.39971465,0.47286564,0.107163206,39.098515,-3.114956,26.606163,39.098515,-10.194094,29.579958,39.098515,31.287273,109.0154
95,95,63,0.37254903,0.37254903,0.24705882,60.0,0.33684212,0.37254903,60.0,0.20253165,0.30980393,0.627451,0.627451,0.7529412,0.0,0.0,0.33684212,0.627451,0.10162305,0.112152554,0.062604435,0.09708347,0.10976245,0.06309992,0.35964057,0.40660915,0.10976245,39.540432,-4.2373424,11.834682,39.540432,-6.788841,10.86962,39.540432,12.815498,121.98767
95,95,95,0.37254903,0.37254903,0.37254903,0.0,0.0,0.37254903,0.0,0.0,0.37254903,0.627451,0.627451,0.627451,0.0,0.0,0.0,0.627451,0.09625867,0.11826073,0.12469103,0.10876578,0.114435375,0.12462673,0.3127,0.329,0.114435375,40.31768,-5.9379425,-10.354353,40.31768,-1.1599418,-9.4086685,40.31768,9.4799,262.9718
95,95,127,0.37254903,0.37254903,0.49803922,240.0,0.2519685,0.49803922,240.0,0.14414415,0.43529412,0.627451,0.627451,0.5019608,0.2519685,0.2519685,0.0,0.5019608,0.08815391,0.12748924,0.21849445,0.12641597,0.12149545,0.21758439,0.27157274,0.26100224,0.12149545,41.452816,-7.9716,-36.521927,41.452816,6.3660026,-29.192682,41.452816,29.878733,282.30182
95,95,159,0.37254903,0.37254903,0.62352943,240.0,0.4025157,0.62352943,240.0,0.2519685,0.49803922,0.627451,0.627451,0.3764706,0.4025157,0.4025157,0.0,0.3764706,0.077009484,0.14017887,0.34747857,0.15068582,0.13120338,0.34540558,0.24021532,0.20915747,0.13120338,42.944008,-10.111707,-63.529716,42.944008,15.251822,-47.980606,42.944008,50.346367,287.63416
95,95,191,0.37254903,0.37254903,0.7490196,240.0,0.5026178,0.7490196,240.0,0.42857143,0.56078434,0.627451,0.627451,0.2509804,0.5026178,0.5026178,0.0,0.2509804,0.06256513,0.15662599,0.5146556,0.18214208,0.1437859,0.51107526,0.21761216,0.17178655,0.1437859,44.771053,-12.224498,-89.55931,44.771053,24.946148,-65.702515,44.771053,70.27895,290.79092
95,95,223,0.37254903,0.37254903,0.8745098,240.0,0.57399106,0.8745098,240.0,0.6666667,0.62352943,0.627451,0.627451,0.1254902,0.57399106,0.57399106,0.0,0.1254902,0.044588383,0.17709528,0.72271603,0.22129105,0.15944548,0.7172598,0.20154078,0.14521495,0.15944548,46.901653,-14.25881,-113.95907,46.901653,34.998337,-82.41893,46.901653,89.54196,293.008
95,95,255,0.37254903,0.37254903,1.0,240.0,0.627451,1.0,240.0,1.0,0.6862745,0.627451,0.627451,0.0,0.627451,0.627451,0.0,0.0,0.022867797,0.2018275,0.9741072,0.2685932,0.17836633,0.96638435,0.19004093,0.12620164,0.17836633,49.29736,-16.209587,-136.72752,49.29736,45.091698,-98.23048,49.29736,108.085556,294.657
95,127,0,0.37254903,0.49803922,0.0,75.11811,1.0,0.49803922,75.11811,1.0,0.24901961,0.627451,0.5019608,1.0,0.2519685,0.0,1.0,0.5019608,0.12027283,0.19024444,0.025865134,0.12308249,0.17611422,0.027508928,0.3767382,0.53906083,0.17611422,49.02137,-23.100908,43.715866,49.02137,-28.509645,47.737785,49.02137,55.603024,120.846214
95,127,31,0.37254903,0.49803922,0.12156863,80.0,0.7559055,0.49803922,80.0,0.6075949,0.30980393,0.627451,0.5019608,0.8784314,0.2519685,0.0,0.7559055,0.5019608,0.11913727,0.19153745,0.039007902,0.12555546,0.1771034,0.0405332,0.36584604,0.5160475,0.1771034,49.14288,-23.126797,38.8773,49.14288,-27.358479,39.069534,49.14288,47.696068,125.00167
95,127,63,0.37254903,0.49803922,0.24705882,90.0,0.503937,0.49803922,90.0,0.33684212,0.37254903,0.627451,0.5019608,0.7529412,0.2519685,0.0,0.503937,0.5019608,0.11615341,0.19493502,0.07354269,0.13205357,0.17970264,0.074756615,0.3416538,0.4649332,0.17970264,49.460022,-23.198643,26.92227,49.460022,-24.426716,23.03746,49.460022,33.576614,136.67654
95,127,95,0.37254903,0.49803922,0.37254903,120.0,0.2519685,0.49803922,120.0,0.14414415,0.43529412,0.627451,0.5019608,0.627451,0.2519685,0.0,0.2519685,0.5019608,0.11078904,0.2010432,0.1356293,0.14373587,0.18437557,0.13628343,0.3095122,0.39702326,0.18437557,50.02257,-23.339346,7.8075104,50.02257,-19.46511,4.101701,50.02257,19.892574,168.10068
95,127,127,0.37254903,0.49803922,0.49803922,180.0,0.2519685,0.49803922,180.0,0.14414415,0.43529412,0.627451,0.5019608,0.5019608,0.2519685,0.0,0.0,0.5019608,0.102684274,0.21027172,0.2294327,0.16138606,0.19143565,0.22924109,0.27726573,0.32889172,0.19143565,50.854748,-23.572456,-16.530918,50.854748,-12.616545,-15.232975,50.854748,19.7793,230.36713
95,127,159,0.37254903,0.49803922,0.62352943,210.0,0.4025157,0.62352943,210.0,0.2519685,0.49803922,0.627451,0.5019608,0.3764706,0.4025157,0.20125785,0.0,0.3764706,0.091539845,0.22296135,0.35841683,0.1856559,0.20114358,0.35706228,0.24958389,0.27040452,0.20114358,51.966263,-23.918407,-43.584328,51.966263,-4.234561,-34.089397,51.966263,34.3514,262.91904
95,127,191,0.37254903,0.49803922,0.7490196,220.0,0.5026178,0.7490196,220.0,0.42857143,0.56078434,0.627451,0.5019608,0.2509804,0.5026178,0.33507854,0.0,0.2509804,0.07709549,0.23940846,0.5255938,0.21711218,0.21372609,0.52273196,0.22768347,0.22413251,0.21372609,53.354904,-24.389647,-71.22722,53.354904,5.243381,-52.189156,53.354904,52.451893,275.73718
95,127,223,0.37254903,0.49803922,0.8745098,225.0,0.57399106,0.8745098,225.0,0.6666667,0.62352943,0.627451,0.5019608,0.1254902,0.57399106,0.43049327,0.0,0.1254902,0.05911875,0.25987774,0.73365426,0.25626114,0.22938567,0.7289165,0.21099035,0.18886268,0.22938567,55.009003,-24.98927,-98.11498,55.009003,15.396426,-69.46918,55.009003,71.15488,282.49646
95,127,255,0.37254903,0.49803922,1.0,228.0,0.627451,1.0,228.0,1.0,0.6862745,0.627451,0.5019608,0.0,0.627451,0.5019608,0.0,0.0,0.037398163,0.28460997,0.98504543,0.30356327,0.24830653,0.97804105,0.19841893,0.1623013,0.24830653,56.910046,-25.71262,-123.62173,56.910046,25.876104,-85.94939,56.910046,89.76007,286.75507
95,159,0,0.37254903,0.62352943,0.0,84.15094,1.0,0.62352943,84.15094,1.0,0.31176472,0.627451,0.3764706,1.0,0.4025157,0.0,1.0,0.3764706,0.14025277,0.3040743,0.04090576,0.17116803,0.2722853,0.04353744,0.35148105,0.559118,0.2722853,59.185265,-40.82272,54.35257,59.185265,-43.065533,54.61733,59.185265,69.55352,128.25563
95,159,31,0.37254903,0.62352943,0.12156863,90.0,0.8050314,0.62352943,90.0,0.67368424,0.37254903,0.627451,0.3764706,0.8784314,0.4025157,0.0,0.8050314,0.3764706,0.13911721,0.3053673,0.054048527,0.173641,0.27327448,0.056561712,0.34488353,0.5427743,0.27327448,59.2762,-40.696323,50.515896,59.2762,-42.11067,47.936337,59.2762,63.80596,131.29836
95,159,63,0.37254903,0.62352943,0.24705882,100.0,0.6037736,0.62352943,100.0,0.43243244,0.43529412,0.627451,0.3764706,0.7529412,0.4025157,0.0,0.6037736,0.3764706,0.13613336,0.30876487,0.08858332,0.18013911,0.27587375,0.09078513,0.32944363,0.5045259,0.27587375,59.51411,-40.382954,40.83719,59.51411,-39.657017,34.363274,59.51411,52.47393,139.09068
95,159,95,0.37254903,0.62352943,0.37254903,120.0,0.4025157,0.62352943,120.0,0.2519685,0.49803922,0.627451,0.3764706,0.627451,0.4025157,0.0,0.4025157,0.3764706,0.13076898,0.31487304,0.15066992,0.19182143,0.28054667,0.15231195,0.30707148,0.44910458,0.28054667,59.938095,-39.88118,24.763617,59.938095,-35.43454,17.053997,59.938095,39.32487,154.29933
95,159,127,0.37254903,0.62352943,0.49803922,150.0,0.4025157,0.62352943,150.0,0.2519685,0.49803922,0.627451,0.3764706,0.5019608,0.4025157,0.0,0.20125785,0.3764706,0.12266422,0.32410154,0.24447332,0.20947161,0.28760675,0.2452696,0.28217444,0.3874285,0.28760675,60.569828,-39.249454,3.2168279,60.569828,-29.466427,-1.4560919,60.569828,29.502382,182.82898
95,159,159,0.37254903,0.62352943,0.62352943,180.0,0.4025157,0.62352943,180.0,0.2519685,0.49803922,0.627451,0.3764706,0.3764706,0.4025157,0.0,0.0,0.3764706,0.11151979,0.3367912,0.37345746,0.23374146,0.29731467,0.3730908,0.25852153,0.32883447,0.29731467,61.42183,-38.575783,-22.14646,61.42183,-21.951912,-20.017183,61.42183,29.708147,222.3606
95,159,191,0.37254903,0.62352943,0.7490196,200.0,0.5026178,0.7490196,200.0,0.42857143,0.56078434,0.627451,0.3764706,0.2509804,0.5026178,0.16753927,0.0,0.2509804,0.09707544,0.3532383,0.54063445,0.26519772,0.30989718,0.5387605,0.2380899,0.2782203,0.30989718,62.498955,-37.95022,-49.524372,62.498955,-13.193586,-38.161533,62.498955,40.37788,250.92819
95,159,223,0.37254903,0.62352943,0.8745098,210.0,0.57399106,0.8745098,210.0,0.6666667,0.62352943,0.627451,0.3764706,0.1254902,0.57399106,0.28699553,0.0,0.1254902,0.079098694,0.3737076,0.7486949,0.30434668,0.32555676,0.744945,0.22136745,0.23679465,0.32555676,63.79951,-37.44451,-77.407234,63.79951,-3.527516,-55.709526,63.79951,55.821095,266.3769
95,159,255,0.37254903,0.62352943,1.0,216.0,0.627451,1.0,216.0,1.0,0.6862745,0.627451,0.3764706,0.0,0.627451,0.3764706,0.0,0.0,0.057378106,0.39843982,1.0,0.35164884,0.34447762,0.9940696,0.2080521,0.20380928,0.34447762,65.31644,-37.103928,-104.76207,65.31644,6.72891,-72.60559,65.31644,72.91673,275.29492
95,191,0,0.37254903,0.7490196,0.0,90.15707,1.0,0.7490196,90.15707,1.0,0.3745098,0.627451,0.2509804,1.0,0.5026178,0.0,1.0,0.2509804,0.16614887,0.4516097,0.060399983,0.23349196,0.39693314,0.064312086,0.33608675,0.5713429,0.39693314,69.250534,-56.517204,64.66041,69.250534,-55.80729,61.553795,69.250534,83.08624,132.1968
95,191,31,0.37254903,0.7490196,0.12156863,96.0,0.8376963,0.7490196,96.0,0.7207207,0.43529412,0.627451,0.2509804,0.8784314,0.5026178,0.0,0.8376963,0.2509804,0.16501331,0.4529027,0.07354275,0.23596491,0.39792234,0.077336356,0.3317732,0.5594898,0.39792234,69.32129,-56.345566,61.553085,69.32129,-55.01589,56.259457,69.32129,78.68846,134.35971
95,191,63,0.37254903,0.7490196,0.24705882,105.0,0.6701571,0.7490196,105.0,0.503937,0.49803922,0.627451,0.2509804,0.7529412,0.5026178,0.0,0.6701571,0.2509804,0.16202946,0.4563003,0.10807754,0.24246304,0.40052158,0.11155977,0.321337,0.5308125,0.40052158,69.50666,-55.910656,53.61649,69.50666,-52.969986,44.77783,69.50666,69.36046,139.79071
95,191,95,0.37254903,0.7490196,0.37254903,120.0,0.5026178,0.7490196,120.0,0.42857143,0.56078434,0.627451,0.2509804,0.627451,0.5026178,0.0,0.5026178,0.2509804,0.15666509,0.46240845,0.17016414,0.25414535,0.4051945,0.17308658,0.30530667,0.48676315,0.4051945,69.83791,-55.18333,40.123646,69.83791,-49.408478,29.1644,69.83791,57.37386,149.44788
95,191,127,0.37254903,0.7490196,0.49803922,140.0,0.5026178,0.7490196,140.0,0.42857143,0.56078434,0.627451,0.2509804,0.5019608,0.5026178,0.0,0.33507854,0.2509804,0.14856032,0.47163698,0.26396754,0.27179554,0.41225457,0.26604423,0.28607213,0.4339091,0.41225457,70.333595,-54.202297,21.418003,70.333595,-44.28908,11.711198,70.333595,45.8113,165.18849
95,191,159,0.37254903,0.7490196,0.62352943,160.0,0.5026178,0.7490196,160.0,0.42857143,0.56078434,0.627451,0.2509804,0.3764706,0.5026178,0.0,0.16753927,0.2509804,0.13741589,0.4843266,0.3929517,0.29606536,0.4219625,0.39386544,0.26627138,0.3794991,0.4219625,71.00601,-53.04821,-1.5122215,71.00601,-37.706238,-6.29057,71.00601,38.227367,189.47148
95,191,191,0.37254903,0.7490196,0.7490196,180.0,0.5026178,0.7490196,180.0,0.42857143,0.56078434,0.627451,0.2509804,0.2509804,0.5026178,0.0,0.0,0.2509804,0.12297154,0.5007737,0.5601287,0.32752165,0.434545,0.55953515,0.24782173,0.32880178,0.434545,71.86237,-51.821354,-27.35422,71.86237,-29.850704,-24.219759,71.86237,38.44036,219.0546
95,191,223,0.37254903,0.7490196,0.8745098,195.0,0.57399106,0.8745098,195.0,0.6666667,0.62352943,0.627451,0.2509804,0.1254902,0.57399106,0.14349777,0.0,0.1254902,0.104994796,0.52124304,0.76818913,0.3666706,0.4502046,0.76571965,0.2316895,0.28447244,0.4502046,72.905365,-50.61953,-54.782864,72.905365,-20.966011,-41.790165,72.905365,46.75459,243.35721
